,Author,Author,Fork,Fork
Guiding Principles for the Conduct of Violence Study of Healthcare Workers and System (ViSHWaS): Insights from a Global Survey,0.5,0.5,0,1
Guiding principles for the conduct of observational critical care research for coronavirus disease 2019 pandemics and beyond: The Society of Critical Care Medicine Discovery ‚Ä¶,0,1,0,1
Guillain-BarrÃ© syndrome in a child with COVID-19 infection,0.6,0.4,0,1
Gut-brain axis and its neuro-psychiatric effects: A narrative review,0.25,0.75,0,1
HIGHER HEMATOCRIT LEVEL IS ASSOCIATED WITH WORSE OUTCOME IN POST-CARDIAC ARREST PATIENTS UNDERGOING THERAPEUTIC HYPOTHERMIA,0.25,0.75,0,1
HILPDA promotes NASH-driven HCC development by restraining intracellular fatty acid flux in hypoxia,0.555555556,0.444444444,0,1
HLA-DRB1* 15 allele influences the later course of relapsing remitting multiple sclerosis,1,0,1,0
HSP90 inhibitors: multi-targeted antitumor effects and novel combinatorial therapeutic approaches in cancer therapy,0.333333333,0.666666667,0,1
Hand-Assisted Laparoscopic Donor Nephrectomy: Experience with Over 2400 Cases at a Single Center.,1,0,0,1
Handheld Ultrasound Bladder Volume Assessment Compared to Standard Technique,0.5,0.5,0,1
Harmonization of SARS-CoV-2 antigen immunoassays: are they measuring the same â€œthingâ€,1,0,0,1
Harnessing the cell death pathway for targeted cancer treatment,0.25,0.75,0,1
Has SARS-CoV-2 evolved and adapted to circulate at high temperatures?,1,0,0,1
Head ultrasound in neonatal hypoxic-ischemic injury and its mimickers for clinicians: a review of the patterns of injury and the evolution of findings over time,0.333333333,0.666666667,0,1
Headache is an important symptom in patients with coronavirus disease 2019 (COVID-19),1,0,0,1
Headshots on bidi and smokeless tobacco packs in India and Bangladesh: a curious branding element,0,1,1,0
Health Warning Label Compliance for Smokeless Tobacco Products and Bidis in Five Indian States,0,1,1,0
Health risks and potential remedies during prolonged lockdowns for coronavirus disease 2019 (COVID-19),0.666666667,0.333333333,0,1
Health-Related Quality-of-Life and Functional Outcomes in Short-Stem Versus Standard-Stem Total Hip Arthroplasty: An 18-Month Follow-Up Cohort Study,0.6,0.4,0,1
Healthcare Indicators of Death Rate for COVID-19 in the European Union,1,0,0,1
Healthcare disparities among anticoagulation therapies for severe COVID-19 patients in the multi-site VIRUS registry (preprint),0.3,0.7,0,1
Healthcare disparities among anticoagulation therapies for severe COVID‚Äê19 patients in the multi‚Äêsite VIRUS registry,0.3,0.7,0,1
Healthcare indicators associated with COVID-19 death rates in the European Union,1,0,0,1
Healthiness of US chain restaurant meals in 2017,1,0,1,0
Heart failure in general and cardiac transplant patients with COVID-19,0.333333333,0.666666667,0,1
Heart-after-liver transplantation attenuates rejection of cardiac allografts in sensitized patients,0.5,0.5,0,1
Heavy drinking occasions in relation to ischaemic heart disease mortality‚Äîan 11‚Äì22 year follow-up of the 1984 and 1995 US National Alcohol Surveys,0.25,0.75,1,0
"Hematologic, biochemical and immune biomarker abnormalities associated with severe illness and mortality in coronavirus disease 2019 (COVID-19): a meta-analysis",0.666666667,0.333333333,0,1
Hepatobiliary and pancreatic: Mucinous cystadenoma of the biliary tree,1,0,0,1
Heterogeneity among smokers and non-smokers in attitudes and behaviour regarding smoking and smoking restrictions,0.333333333,0.666666667,1,0
Heterogeneous treatment effects of therapeutic-dose heparin in patients hospitalized for COVID-19,0.53968254,0.46031746,0,1
High sensitive optical spectroscopic imaging of perfusion and oximetry signal during spontaneous seizures in chronically developed neocortical epileptic rodent,1,0,0,1
High variability in cardiac education and experiences during United States paediatric critical care fellowships,0,1,0,1
High-resolution neurosonographic examination of the lenticulostriate vessels in neonates with hypoxic-ischemic encephalopathy,0,1,0,1
Higher Body Mass Index Before Living Kidney Donation Can Increase Wound Infection after Hand-Assisted Laparoscopic Living Donor Nephrectomies,1,0,0,1
Higher Fluids in the First Three Hours of Sepsis Resuscitation? Too Soon to Conclude Response,0,1,0,1
Highly-Sensitized Kidney Transplant Candidates: Opportunities for Transplant,0.2,0.8,0,1
Homocysteine in coronavirus disease (COVID-19): a systematic literature review,1,0,0,1
Hospital factors that influence ICU admission decision-making: a qualitative study of eight hospitals,0.5,0.5,1,0
Hospital variation in management and outcomes of acute respiratory distress syndrome due to COVID-19,0.111111111,0.888888889,0,1
Hosts lacking fms-like tyrosine kinase 3 ligand exhibit marked reductions in transplant vascular sclerosis,0,1,0,1
Household rules around reducing environmental tobacco smoke (ETS) exposure: a qualitative study of couples with young children,1,0,1,0
How Media Stories in Low-and Middle-Income Countries (LMICs) Discussed the US Food and Drug Administration‚Äôs (FDA‚Äôs) Modified Risk Tobacco Product (MRTP) Order for IQOS,0,1,1,0
How do frontline healthcare workers learn from COVID-19 webinars during a pandemic? An online survey study,0.230769231,0.769230769,0,1
How internet contracts impact research: Content analysis of terms of service on consumer product websites,0,1,1,0
How often do medical students change career preferences over the course of medical school?,0.75,0.25,0,1
How provincial and territorial legislators view tobacco and tobacco control: Findings from a Canadian study,1,0,1,0
How the FDA Can Improve Public Health‚ÄîHelping People Stop Smoking,1,0,1,0
How will emerging SARS-CoV-2 variants impact herd immunity?,1,0,0,1
How willing are general practitioners to manage narcotic misuse?,1,0,1,0
Human Liver-derived Mesenchymal Stromal Cells (MSC) are Superior Inhibitors of Natural Killer Cells Compared to Bone Marrow or Adipose Tissue-derived MSC,1,0,0,1
"Human health risk assessment for aluminium, aluminium oxide, and aluminium hydroxide (vol 10, pg 1, 2008)",1,0,1,0
Human obesity induces dysfunction and early senescence in adipose tissue-derived mesenchymal stromal/stem cells,0.333333333,0.666666667,0,1
Humoral Response in Hemodialysis Patients Post-SARS-CoV-2 mRNA Vaccination: A Systematic Review of Literature,0.333333333,0.666666667,0,1
Humoral response post-BNT162b2 single booster in pre-vaccination baseline SARS-CoV-2 seronegative and seropositive subjects,1,0,0,1
Hyperandrogenism in female athletes with functional hypothalamic amenorrhea: a distinct phenotype,0.5,0.5,0,1
Hyperinflammation and derangement of renin-angiotensin-aldosterone system in COVID-19: a novel hypothesis for clinically suspected hypercoagulopathy and microvascular â€¦,0.666666667,0.333333333,0,1
Hyperkalemia in dialysis patients,0,1,1,0
Hypertension and its severity or mortality in Coronavirus Disease 2019 (COVID-19): a pooled analysis,1,0,0,1
Hypertensive emergencies and urgencies,0,1,0,1
Hyponatremia during arginine vasopressin therapy in children following cardiac surgery,0.5,0.5,0,1
Hypoplastic Left Heart Syndrome,0.333333333,0.666666667,0,1
Hypoplastic left heart syndrome in the emergency department: an update,0.5,0.5,0,1
Hypoplastic left heart syndrome: from comfort care to long-term survival,0,1,0,1
ICU and hospital outcomes in patients with hepatopulmonary syndrome undergoing liver transplantation,0.2,0.8,0,1
ICU and ventilator mortality among critically ill adults with COVID-19. medRxiv 2020,1,0,0,1
ICU and ventilator mortality among critically ill adults with coronavirus disease 2019,0.2,0.8,0,1
IMPACT OF AGE OF BLOOD ON NOSOCOMIAL INFECTIONS IN CRITICALLY ILL PATIENTS,0.375,0.625,0,1
IMPACT OF AGE OF BLOOD ON NOSOCOMIAL INFECTIONS IN CRITICALLY-ILL PATIENTS,0.5,0.5,0,1
IMPACT OF MINIMALLY INVASIVE DECOMPRESSION SURGERY ON THE QUALITY OF LIFE OF PATIENTS WITH LUMBAR SPINAL STENOSIS-A 2 YEAR FOLLOW-UP STUDY.,0.555555556,0.444444444,0,1
INDIAN ICU NEEDS ASSESSMENT SURVEY-1: ININ 2018-I,0.142857143,0.857142857,0,1
INVESTIGATING THE QUALITY OF MACHINE LEARNING RESEARCH AND REPORTING IN HYPERTENSION,0.5625,0.4375,0,1
IS FLUID ADMINISTRATION WITHIN SIX HOURS EARLY ENOUGH FOR BETTER PATIENT OUTCOMES IN SEPSIS AND SEPTIC SHOCK?,0.6,0.4,0,1
Identification of distinct clinical subphenotypes in critically ill patients with COVID-19,0.447368421,0.552631579,0,1
Identification of new therapies for the treatment of BRAF/NRAS wild-type melanomas by functional screening approaches,0.421052632,0.578947368,0,1
Identifying cigarette pack appeals for youth and young adults in Mexico City: Focus group contributions to an exploratory-sequential mixed-methods study,0.8,0.2,1,0
Identifying clinical phenotypes in moderate to severe acute respiratory distress syndrome related to COVID-19: the COVADIS study,0.454545455,0.545454545,0,1
Identifying credible attribution statements for sources on pictorial health warning labels in China,1,0,1,0
Identifying risk factors for ICU readmission,0.5,0.5,0,1
"If You Can Look Into the Seeds of Time, and Say Which Grain Will Grow and Which Will Not",0,1,0,1
Illegal sales of cigarettes to minors in North Carolina.,1,0,1,0
Illicit cigarette packs found in urban retail locations,0.666666667,0.333333333,1,0
Immunosuppression: The Global Picture,0,1,0,1
Impact of BNT162b2 primary vaccination and homologous booster on anti-SARS-CoV-2 IgA antibodies in baseline seronegative healthcare workers,1,0,0,1
Impact of COVID-19 vaccination on the risk of developing long-COVID and on existing long-COVID symptoms: A systematic review,0.25,0.75,0,1
Impact of Canada‚Äôs menthol cigarette ban on quitting among menthol smokers: pooled analysis of pre‚Äìpost evaluation from the ITC Project and the Ontario Menthol Ban Study and ‚Ä¶,0.2,0.8,1,0
Impact of Food Environments on Obesity Rates: A State-Level Analysis,0.75,0.25,0,1
"Impact of RTS, S/AS02A and RTS, S/AS01B on multiplicity of infections and CSP t-cell epitopes of Plasmodium falciparum in adults participating in a malaria vaccine clinical trial",0.777777778,0.222222222,1,0
Impact of Telemedicine Monitoring of Community Intensive Care Units on Inter-Hospital Transfers,0,1,0,1
Impact of an Acute Care Urology Service on Timelines and Quality of Care in the Management of Nephrolithiasis,0.5,0.5,0,1
Impact of an untrained CPR Coach in simulated pediatric cardiopulmonary arrest: A pilot study,0.333333333,0.666666667,0,1
Impact of blood transfusion on nosocomial infections in critically ill patients,0.8,0.2,0,1
Impact of cigarette package warnings on attitudes towards sharing and gifting cigarettes in China: a nationwide study of smokers and non-smokers,0.333333333,0.666666667,1,0
Impact of continuous fingolimod therapy and switching to fingolimod on relapse severity in patients with relapsing-remitting multiple sclerosis,1,0,1,0
"Impact of donor age, obesity and hypertension on remaining kidney volume",1,0,0,1
Impact of individualized target mean arterial pressure for septic shock resuscitation on the incidence of acute kidney injury: a retrospective cohort study,0.666666667,0.333333333,0,1
Impact of length of stay on readmission in hospitalized patients,0.333333333,0.666666667,0,1
"Impact of pelvic CT on staging, surveillance, and survival of pediatric patients with Wilms tumor and hepatoblastoma",0.5,0.5,0,1
Impact of supplemental oxygen on obstructive sleep apnea of infants,0.666666667,0.333333333,0,1
Impact of teleneurology care on multiple sclerosis outcomes,1,0,1,0
Impact of textual framing and depictions of harm on indicators of cigarette pictorial health warning label effectiveness in China,0.75,0.25,1,0
Impact of the COVID-19 pandemic on the volume of laboratory testing,1,0,0,1
"Impact of the removal of light and mild descriptors from cigarette packages in Ontario, Canada: switching to ‚Äúlight replacement‚Äù brand variants",0,1,1,0
Impact of weekly case-based tele-education on quality of care in a limited resource medical intensive care unit,0.625,0.375,0,1
Impacto de la vacunaciÃ³n primaria con BNT162b2 y una dosis de refuerzo homÃ³loga en los anticuerpos IgA contra SARS-CoV-2 en profesionales sanitarios seronegativos,1,0,0,1
Impaired endothelium-dependent renal vasodilation in patients with diabetes mellitus (DM) and renal failure (RF).,1,0,1,0
Implementation of 85% health warning labels in India: advocacy success factors,0.666666667,0.333333333,1,0
Implementation of SARS-CoV-2 testing at Medical Research Foundation of Trinidad and Tobago,0.75,0.25,1,0
Implementation of a Global Quality Improvement Project in 20 Countries: A Case Study,0.461538462,0.538461538,0,1
Implementation of a Pressure Ulcer Prevention Rounding Tool,1,0,1,0
Implementation of a Primary Palliative Care Intervention in Patients Surviving Critical Illness: A Process Evaluation,1,0,1,0
"Implementation of a Virtual Interprofessional ICU Learning Collaborative: Successes, Challenges, and Initial Reactions From the Structured Team-Based Optimal Patient-Centered ‚Ä¶",0.444444444,0.555555556,0,1
Implementing smoke-free laws in low-and middle-income countries: A systematic literature review and proposed research Agenda,0.25,0.75,1,0
Implementing smoke-free policies in low-and middle-income countries: A brief review and research agenda,0,1,1,0
Importance of Reconnection With ICU Survivors to ICU Recovery Program Clinicians,0.481481481,0.518518519,1,0
Importance of endotoxin clearance in endotoxemic septic shock: An analysis from the Evaluating Use of PolymyxinB Hemoperfusion in a Randomized Controlled Trial of Adults ‚Ä¶,0.333333333,0.666666667,0.5,0.5
Importance of routine antihuman/leukocyte antibody monitoring: de novo donor specific antibodies are associated with rejection and allograft vasculopathy after heart ‚Ä¶,0,1,0,1
Improved Diagnostic Sensitivity of Bowel Disease of Prematurity on Contrast‚ÄêEnhanced Ultrasound,0.5,0.5,0,1
Improved outcomes from endovascular aortic repair in younger patients: Towards improved risk stratification,0,1,0,1
Improved outcomes in neonates who require venoarterial extracorporeal membrane oxygenation after the Norwood procedure,0.333333333,0.666666667,0,1
Improvement in Cognitive Processing Speed With Ofatumumab in Patients With Relapsing Multiple Sclerosis,0.75,0.25,1,0
Improving Nasal Protection for Preventing SARS-CoV-2 Infection,0.666666667,0.333333333,0,1
Improving our understanding of moderation and mediation in strategic management research,0,1,1,0
Improving outcomes for the critically ill in developing countries: what is next?,0,1,0,1
Improving simulated pediatric airway management in community emergency departments using a collaborative program with a pediatric academic medical center,0,1,0,1
Improving the implementation of tobacco control policies in low-and middle-income countries: a proposed framework,0.333333333,0.666666667,1,0
"In PNG, the epidemic that wasn't: Data vacuum despite improved surveillance",1,0,1,0
In Replyâ€“Association of Renin Angiotensin System Blockers with Outcomes in Patients With COVID-19,0.666666667,0.333333333,0,1
"In conclusion, we believe that the seasonal species variation of malaria in the Punjab is not caused by suppression of P. vivax by P. falciparum. Our epidemiological data from ‚Ä¶",1,0,1,0
In replyâ€”Angiotensin-Converting Enzyme 2 and the Resolution of Inflammation: In Support of Continuation of Prescribed Angiotensin-Converting Enzyme Inhibitors and Angiotensin â€¦,0.666666667,0.333333333,0,1
In silico evaluation of the impact of Omicron variant of concern sublineage BA. 4 and BA. 5 on the sensitivity of RTâ€qPCR assays for SARSâ€CoVâ€2 detection using whole genome â€¦,1,0,0,1
In silico evaluation of the impact of the Omicron variant on the sensitivity of RT-qPCR assays for SARS-CoV-2 detection using whole genome sequencing,0.5,0.5,0,1
In vivo voltage sensitive dyes imaging of acute seizures and interictalspikes in rat neocortex,0.833333333,0.166666667,0,1
Incidence of Foramen Tympanicum (of Huschke): Comparing Cadaveric and Radiologic Studies,0.333333333,0.666666667,0,1
Incidence of Pediatric Critical Illness in a Geographically Defined Population.,1,0,0,1
Incidence of and risk factors for post-intubation hypotension in the critically ill,0.25,0.75,0,1
Incidence of infection among patients on chemotherapy with tunneled indwelling pleural catheters,0,1,0,1
"Incidence, Risk Factors, and Comorbidities of Vocal Cord Paralysis After Surgical Closure of a Patent Ductus Arteriosus: A Meta-analysis",0.333333333,0.666666667,0,1
"Incidence, predictors, and prognostic values of periprocedural myocardial injury in patients undergoing transcatheter aortic valve implementation for aortic stenosis: a meta â€¦",1,0,0,1
Incidents related to insulin pumps in the Network Diabetes-Provence.,1,0,1,0
Inclusion of albumin in the initial resuscitation of adult patients with medical sepsis or septic shock: a propensity score-matched analysis,0.25,0.75,0,1
Increased VWF and decreased ADAMTS-13 in COVID-19: creating a milieu for (micro) thrombosis,1,0,0,1
"Increased brain perfusion in neonatal hypoxic ischemic injury with negative reading of DWI, T1/T2-weighted images: implications of perfusion MRI for reperfusion response ‚Ä¶",0.142857143,0.857142857,0,1
Increased fluid administration in the first three hours of sepsis resuscitation is associated with reduced mortality: a retrospective cohort study,0.25,0.75,0,1
Increasing taxes on tobacco: advocacy lessons from Ukraine.,0.5,0.5,1,0
India Antimicrobial Stewardship and Resistance (INTEREST) 2018: A needs assessment survey,0.142857143,0.857142857,0,1
India Antimicrobial Stewardship and Resistance (INTEREST): A Needs Assessment Survey,0.166666667,0.833333333,0,1
Indirect evidence of pre-pandemic severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) circulation in the United States,0.5,0.5,0,1
Indoor And Outdoor PM2. 5 Concentrations In Bars/Night Clubs In 12 Turkish Cities,0.6,0.4,1,0
Induced pluripotent stem cells from subjects with primary sclerosing cholangitis develop a senescence phenotype following biliary differentiation,0.75,0.25,0,1
Industry manipulation of pictorial health warning labels in Pakistan,0.25,0.75,1,0
Infantile iron poisoning: Challenges in diagnosis and management,0,1,0,1
Infants with single ventricle physiology in the emergency department: are physicians prepared?,0.75,0.25,0,1
Infection risk with the use of interleukin inhibitors in hospitalized patients with COVID-19: A narrative review,0.454545455,0.545454545,0,1
Infections associated with tunnelled indwelling pleural catheters in patients undergoing chemotherapy,0,1,0,1
Influence of Liver Allograft Steatosis on Postoperative Acute Kidney Injury.,1,0,0,1
Influence of Social and Physical Factors on Smoking in Outdoor Public Places,0.6,0.4,1,0
Influence of Troponin Elevation on Short-And Long-Term Mortality in Severe Sepsis and Septic Shock,0,1,0,1
Influence of demographic and socio-economic factors in choosing hospitalist careers among US medical students,0.6,0.4,0,1
Influence of early extubation location on outcomes following pediatric cardiac surgery,0.285714286,0.714285714,0,1
Influence of intracranial pressure on the cerebral microcirculation in pig models with hydrocephalus,0.4,0.6,0,1
Influence of intraoperative transesophageal echocardiography and pulmonary artery catheter monitoring on outcomes in liver transplantation,0,1,0,1
"Influence of religious organisations‚Äô statements on compliance with a smoke-free law in Bogor, Indonesia: a qualitative study",0.333333333,0.666666667,1,0
Infodemiological Surveillance of Symptomatology Associated with the Diffusion of SARS-CoV-2 Omicron Variant Sublineage BA. 5 in the United States,0.666666667,0.333333333,0,1
"Infusion reactions to adenoâ€associated virus (AAV)-based gene therapy: Mechanisms, diagnostics, treatment and review of the literature",1,0,0,1
Ingestion of Synthetic Street Drug â€œ25-Iâ€(25I-NBOMe) Causing Type B Lactic Acidosis and Multi-Organ Dysfunction,0,1,0,1
Inhalational gases for neuroprotection in traumatic brain injury,0,1,0,1
Inhaled steroids-a protective factor for the development of acute lung injury in patients with pneumonia,0.222222222,0.777777778,0,1
Injury to the Infrapatellar Branch of the Saphenous Nerve during Tendon Graft Harvesting for Knee Ligament Reconstruction: An Ultrasound Simulation Study,0.333333333,0.666666667,0,1
Injury to the infrapatellar branch of the saphenous nerve during tendon graft harvesting for knee ligament reconstruction: An ultrasound simulation study,0.333333333,0.666666667,0,1
Innovations that harm: tobacco product and packaging in low-income and middle-income countries,0,1,1,0
Instant Gratification as a Method to Promote Critical Care Providers Practice Guideline Adherence: A Systematic Review,1,0,0,1
Instant Gratification as a Method to Promote Physician Practice Guideline Adherence: A Systematic Review,0.5,0.5,0,1
Institutional addiction to tobacco,1,0,1,0
Insuficiencia respiratoria aguda en niÃ±os. Trabajo de actualizaciÃ³n sobre insuficiencia respiratoria aguda en la poblaciÃ³n pediÃ¡trica,1,0,0,1
Insurance-and race-related disparities decrease in elderly trauma patients,0,1,0,1
Integrating Primary Palliative Care and Intensive Care Unit (ICU) Survivor Care: A Qualitative Inquiry of International Post-ICU Clinic Interprofessional Team Members,1,0,1,0
Interactions between smokers and non-smokers in public places: a qualitative study,1,0,1,0
Interest in self-help materials among a general population sample of smokers,1,0,1,0
Intermediate outcomes after repair of anomalous left coronary artery from the pulmonary artery,0.294117647,0.705882353,0,1
International expert consensus and recommendations for neonatal pneumothorax ultrasound diagnosis and ultrasound-guided thoracentesis procedure,0.266666667,0.733333333,0,1
International virtual simulation education in critical care during COVID-19 pandemic: preliminary description of the virtual Checklist for Early Recognition and Treatment of ‚Ä¶,0.5,0.5,0,1
"Intra-abdominal hypertension and acute renal failure in critically ill patients Dalfino L, Tullo L, Donadio I, et al (Univ of Bari, Italy) Intensive Care Med 34: 707-713, 2008",1,0,0,1
Intracranial Pressure and Cerebral Hemodynamic Monitoring After Cardiac Arrest in Pediatric Pigs Using Contrast Ultrasound‚ÄêDerived Parameters,0.5,0.5,0,1
Intraoperative blood pressure and long-term neurodevelopmental function in children undergoing ambulatory surgery,0.2,0.8,0,1
Intraoperative neuromonitoring versus visual nerve identification for prevention of recurrent laryngeal nerve injury in adults undergoing thyroid surgery,0.285714286,0.714285714,0,1
Intraoperative optical imaging of human cortex,0.5,0.5,0,1
Introduction to Public Health Sciences,1,0,1,0
Introduction to contrast-enhanced ultrasound of the brain in neonates and infants: current understanding and future potential,0,1,0,1
"Invasive axis deer and wild boar in a protected area in Argentina, controlled hunting, and Taylor‚Äôs law",1,0,1,0
Is COVID-19 Impacting Cancer Screening? A Survey of Prostate-Specific Antigen Test Requests during a Local Outbreak,1,0,0,1
Is COVID-19 impacting prostate cancer screening? A survey of prostate-specific antigen test requests during a local outbreak,0.75,0.25,0,1
Is Health Warning Label Compliance a Country or Manufacturer Issue?,0.25,0.75,1,0
Is There Any Role for Desmopressin in Liver Transplantation?,0,1,0,1
Is There a Role for Desmopressin in Liver Transplantation? A Case Report,1,0,0,1
Is There a Role for Pre-Operative CT Chest Scans in Suspected COVID-19 Patients Requiring Emergent Surgery?: Insights from a Cross-Sectional Study,0.5,0.5,0,1
Is a drain necessary after anterior resection of the rectum? A systematic review and meta-analysis,0.444444444,0.555555556,0,1
Is body temperature mass screening a reliable and safe option for preventing COVID-19 spread?,0.666666667,0.333333333,0,1
Is cellular immunity the future key for deciphering and monitoring COVID-19 vaccines efficacy,1,0,0,1
Is diffusion of SARS-CoV-2 variants of concern associated with different symptoms?,1,0,0,1
Is health warning label compliance a country or manufacturer issue: a 9-country multi-year study,0.4,0.6,1,0
Is it possible to identify the inguinal nerves during hernioplasty? A systematic review of the literature and meta-analysis of cadaveric and surgical studies,1,0,0,1
Is lupus anticoagulant a significant feature of COVID-19? A critical appraisal of the literature,1,0,0,1
Is nicotine dependence related to smokers' support for restrictions on smoking?,1,0,1,0
Is the Pao2/Fio2 Ratio in Acute Respiratory Distress Syndrome Another Source of Heterogeneity?,0,1,0,1
Is the Patient the Problem? A look at baseline characteristics of patients with Infectious Ventilator Associated Events,0,1,0,1
Is the outpatient management of acute diverticulitis safe and effective? A systematic review and meta-analysis,1,0,0,1
Is there evidence of intra-uterine vertical transmission potential of COVID-19 infection in samples tested by quantitative RT-PCR?,0.5,0.5,0,1
Is ‚Äòstage of change‚Äôrelated to knowledge of health effects and support for tobacco control?,1,0,1,0
Ischemic Stroke in Young Adults: Etiology and Outcome,0.6,0.4,0,1
Issues in multi-organ transplantation of the liver with kidney or heart in polycystic liver-kidney disease or congenital heart disease: Current practices and immunological aspects,0,1,0,1
It's Time to Turn Over... Way Over! Pronation Therapy... How one MICU Triumphed in Manual Therapy.,1,0,1,0
JHSPH scholar's program: strengthening the next generation of global tobacco control leaders,0.333333333,0.666666667,1,0
JMIR Public Health and Surveillance,0.540540541,0.459459459,1,0
"JR (1989):"" Personality characteristics as moderators of the relationship between stress and disorder",1,0,1,0
Johnny too bad.,1,0,1,0
Johnson & Johnson: The Live for Life Program (a),0,1,1,0
Johnson &Amp; Johnson: The Live for Life Program (B),0,1,1,0
Key components of ICU recovery programs: what did patients report provided benefit?,0.769230769,0.230769231,1,0
Key mechanisms by which post-ICU activities can improve in-ICU care: results of the international THRIVE collaboratives,0.722222222,0.277777778,1,0
Kidney Recovery and Death in Critically Ill Patients With COVID-19‚ÄìAssociated Acute Kidney Injury Treated With Dialysis: The STOP-COVID Cohort Study,0.474358974,0.525641026,0,1
Kinetics of Deionization and Crystallization by Electrodialysis and Dialysis of Aluminum Hydroxide Gels. Role of the Double Ionic Layer,1,0,1,0
Kissing Frogs: The Challenges Of Becoming A Successful Entrepreneur,0.666666667,0.333333333,0,1
Knowledge about tobacco and attitudes toward tobacco control: how different are smokers and nonsmokers?,1,0,1,0
"Knowledge of signs, treatment and need for urgent management in patients presenting with an acute ischaemic stroke or transient ischaemic attack: a prospective study",1,0,0,1
LENGTH OF STAY IN COMMUNITY INTENSIVE CARE UNITS PRIOR TO TRANSFER TO A TERTIARY CENTER: IMPACT ON OUTCOME,0.666666667,0.333333333,0,1
LIVER MESENCHYMAL STROMAL CELLS ARE SUPERIOR INHIBITORS OF NK CELL FUNCTIONS THROUGH DIFFERENCES IN THEIR SECRETOME COMPARED TO OTHER MESENCHYMAL STROMAL CELLS,0.166666667,0.833333333,0,1
LIVER TRANSPLANTATION OUTCOMES IN HEPATOPULMONARY SYNDROME: EXPERIENCE FROM A LARGE MULTI-CENTER COHORT,0.375,0.625,0,1
"LSA-3, a conserved pre-erythrocytic malaria antigen can induce protection in chimpanzees.",1,0,1,0
La Prot√©ine Nonstructurale (NSP2) du Rotavirus bovin: Interaction avec L'ARN et Implication dans une activit√© R√©plicase,0.5,0.5,1,0
La pandemia del covid-19: una oportunidad para abandonar el consumo de tabaco COVID-19 pandemic: an opportunity for tobacco use cessation,0,1,1,0
Laboratory abnormalities in children with mild and severe coronavirus disease 2019 (COVID-19): a pooled analysis and review,0.333333333,0.666666667,0,1
Laboratory abnormalities in children with novel coronavirus disease 2019,0.5,0.5,0,1
Laboratory testing for ADAMTS13: Utility for TTP diagnosis/exclusion and beyond,0.5,0.5,0,1
Laboratory testing for platelet factor 4 antibodies: differential utility for diagnosis/exclusion of heparin induced thrombocytopenia versus suspected vaccine induced â€¦,0.5,0.5,0,1
Lactate dehydrogenase levels predict coronavirus disease 2019 (COVID-19) severity and mortality: A pooled analysis,0.5,0.5,0,1
Lagrangian perfect fluids and black hole mechanics,0,1,0,1
Landys Chovel M Lee P Lee W Leggio L,1,0,1,0
Laparoscopic decompression as treatment for median arcuate ligament syndrome,1,0,0,1
"Laparoscopic surgery during the COVID-19 pandemic: detection of SARS-COV-2 in abdominal tissues, fluids, and surgical smoke",0.333333333,0.666666667,0,1
Large prospective validation and cultural adaptation of the Polish version of the Swiss Spinal Stenosis Questionnaire for patients with lumbar spinal stenosis,0.333333333,0.666666667,0,1
Large-scale sequencing identifies multiple genes and rare variants associated with Crohn‚Äôs disease susceptibility,0.4,0.6,0,1
Late Choledochojejunostomy Dysfunction After Liver Transplantation for Primary Sclerosing Cholangitis,1,0,0,1
Lateral and posterolateral foraminal variations of the atlas: A meta-analysis,0.5,0.5,0,1
Lawrence (Larry) R. James (1943‚Äì2014),0.222222222,0.777777778,1,0
Laws and regulations governing rotation of health warning labels on cigarette packs in the Region of the Americas,0,1,1,0
"Le Infezioni in Medicina, n. 3, 339-344, 2021",0.571428571,0.428571429,0,1
"Le Infezioni in Medicina, n. 4, 495-503, 2021",0.454545455,0.545454545,0,1
Le rotavirus utilise une voie de trafic apicale atypique ne passant pas par l‚Äôappareil de golgi mais utilisant les rafts et le cytosquelette,1,0,1,0
Learning Health System and Data Standardization,1,0,0,1
Les rotaviroses du veau: vaccination et protection passive,1,0,1,0
"Lesbian Lives, Lesbian Lunches",1,0,1,0
Lesions of epiphyseal cartilage and skeletal muscle in rats on a diet deficient in potassium.,1,0,1,0
Lessons from a rapid project management exercise in the time of pandemic: methodology for a global COVID-19 VIRUS registry database,0.4,0.6,0,1
"Lessons learned from web-and social media-based educational initiatives by pulmonary, critical care, and sleep societies",0.5,0.5,0,1
Leyes y regulaciones que rigen la rotaci√≥n de las etiquetas con advertencias sanitarias en los paquetes de cigarrillos en la Regi√≥n de las Am√©ricas,0,1,1,0
Light-mediated inhibition of colonic smooth muscle constriction and colonic motility via opsin 3,0.75,0.25,0,1
Limited epitope repertoire recognized with class I MHC molecules by cytotoxic T lymphocytes on the HIV gp160 envelope glycoprotein,1,0,1,0
Limiting the number of open charts does not impact wrong patient order entry in the emergency department,0.666666667,0.333333333,1,0
Limiting ventilator-induced lung injury through individual electronic medical record surveillance,0.444444444,0.555555556,0,1
Link between cardiovascular disease and the risk of falling: A comprehensive review of the evidence,0,1,0,1
Liraglutide-Induced Pancreatitis: A Case Report and Literature Review,0.5,0.5,0,1
Liver Allograft Provides Immunoprotection Against Both Acute Cellular Immunity and Chronic Humoral Injury in Simultaneous Liver-Kidney (SLK) Transplantation.: Abstract# 2188,1,0,0,1
