,Author,Author,Fork,Fork
Clinical Context From the Medical Record Improves Artificial Intelligence Models for Sepsis Prediction,1,0,1,0
Clinical Evaluation of a Novel Intrarectal Device Versus Balloon Intrarectal Device for Fecal Incontinence,0.5,0.5,0,1
Clinical Outcomes After Multi-Disciplinary Evaluation for Lung Volume Reduction Surgery for Patients With Chronic Obstructive Pulmonary Disease,1,0,0,1
Clinical and imaging correlates of EEG patterns in hospitalized patients with encephalopathy,0,1,0,1
Clinical characteristics and outcomes of critically Ill patients with COVID-19 in Northeast Ohio: low mortality and length of stay,0.333333333,0.666666667,0,1
Clinical decision support for in-hospital AKI,0.25,0.75,0,1
Clinical neurological assessment of the critically ill patient,0,1,0,1
Clinical predictors of renal non-recovery in acute respiratory distress syndrome,0.111111111,0.888888889,0,1
Clinical review or Bench-to-bedside review?,0.166666667,0.833333333,0,1
Clinical review: neuromonitoring-an update,0.166666667,0.833333333,0,1
Clinical utility of a semiquantitative method using lumbar radiography as a screening tool for osteoporosis in elderly subjects,0.444444444,0.555555556,0,1
Clinicians‚Äô Acceptance of Interactive Health Technologies for Self-Management among Patients with Chronic Cardiopulmonary Disorders,1,0,1,0
Clockâ€êdrawing center estimation varies with age and Alzheimer's disease,0.571428571,0.428571429,0,1
Closed-loop control of mechanical ventilation: description and classification of targeting schemes,0,1,0,1
Clot-in-transit: A ticking time bomb in the heart with serious consequences,0.5,0.5,0,1
Coagulopathy in COVID-19: Manifestations and management,1,0,1,0
"Coagulopathy in COVID-19: posted april 24, 2020",1,0,1,0
Cognitive Motor Dissociation: Gap Analysis and Future Directions,0.3,0.7,0,1
Cognitive Reserve,1,0,0,1
Cognitive and acoustic speech and language patterns occurring in different neurodegenerative disorders while performing neuropsychological tests,1,0,0,1
Cognitive and neural correlates of the 5-repeat allele of the dopamine D4 receptor gene in a population lacking the 7-repeat allele,0.6,0.4,0,1
Collaboration between industry and the HEP community,0.95,0.05,1,0
Collaborative European NeuroTrauma Effectiveness Research in Traumatic Brain Injury (CENTER-TBI): a prospective longitudinal observational study,1,0,0,1
Coma Prognostication: Looks That Count,0,1,0,1
Coma emergence and recovery: The new and the old,0,1,0,1
Combined inhibition of the proteasome and XPO1/CRM1-dependent nuclear export results in synergistic myeloma cell death via a novel mechanism of intracellular activation of â€_,0.25,0.75,0,1
Combining patient visual timelines with deep learning to predict mortality,0.333333333,0.666666667,0,1
Commentary: Measure what matters in one lung ventilation,0.5,0.5,0,1
Common data elements for COVID-19 neuroimaging: a GCS-NeuroCOVID proposal,0.5,0.5,0,1
Comparative effectiveness of decompressive craniectomy versus craniotomy for traumatic acute subdural hematoma (CENTER-TBI): an observational cohort study,0.447368421,0.552631579,0,1
Comparison Of High Frequency Oscillatory Ventilation Protocols,0.333333333,0.666666667,0,1
Comparison Of Two CPAP Devices Utilized In Transport: A Bench Study,0,1,0,1
Comparison of Expert Recommended Ventilation Strategies in Simulated Obstructive Lung Disease,1,0,0,1
Comparison of clinical risk scores for triaging high-risk chest pain patients at the emergency department,0,1,1,0
Comparison of fixed dose versus train-of-four titration of cisatracurium in acute respiratory distress syndrome,1,0,1,0
Comparison of gaussian processes methods to linear methods for imputation of sparse physiological time series,0.6,0.4,0,1
Comparison of machine learning methods for predicting outcomes after in-hospital cardiac arrest,0.666666667,0.333333333,0,1
Comparison of nasal and forehead oximetry accuracy and pressure injury in critically ill patients,0.5,0.5,0,1
Comparison of risk factors and outcomes of daptomycin‚Äêsusceptible and ‚Äênonsusceptible vancomycin‚Äêresistant Enterococcus faecium infections in liver transplant ‚Ä¶,1,0,0,1
Comprehensive neural networks for guilty feelings in young adults,0.5625,0.4375,0,1
Computational Endotypes of Sepsis and Septic Shock Derived from High Resolution Patient Records,0,1,0,1
Computational Endotypes of Sepsis and Septic Shock Derived from Time Series Data,0,1,0,1
Computational Prediction of Targeted Temperature Management Outcome for Personalized Cardiac Arrest Treatment,1,0,0,1
Computational framework for identification of intact glycopeptides in complex samples,0.333333333,0.666666667,0,1
Computational modelling in disorders of consciousness: closing the gap towards personalised models for restoring consciousness,0.25,0.75,0,1
Computational signatures for post-cardiac arrest trajectory prediction: Importance of early physiological time series,0.2,0.8,0,1
Concomitant spine trauma in patients with traumatic brain injury: Patient characteristics and outcomes,0.42519685,0.57480315,0,1
Cone-beam CT statistical reconstruction with a model for fluence modulation and electronic readout noise,1,0,0,1
Cone‚Äêbeam CT for imaging of the head/brain: development and assessment of scanner prototype and reconstruction algorithms,1,0,0,1
Contamination in adult midstream clean-catch urine cultures in the emergency department: a randomized controlled trial,0.333333333,0.666666667,1,0
Continous Respiratory Monitoring of Nonintubated Patients Outside the ICU: ETCO2+ Oximetry vs Respiratory Volume Monitoring,0.333333333,0.666666667,0,1
Continuous cerebral blood flow autoregulation monitoring in patients undergoing liver transplantation,0.333333333,0.666666667,0,1
Continuous electroencephalographic monitoring and vasospasm: The authors reply,0,1,0,1
"Continuous electroencephalographic monitoring in critically ill patients: indications, limitations, and strategies",0,1,0,1
"Continuous in-house intensivist coverage decreases mortality, ventilator free hours, and critical care length of stay in a large, community intensive care unit",0.5,0.5,1,0
Continuous medical education changes practice: one year after SMART and SALT-ED,0,1,0,1
"Continuous positive airway pressure plus weight loss for obstructive sleep apnea (OSA), association of cancer with OSA, and hypoglossal nerve stimulation for OSA treatment",0,1,0,1
Contribution of clinical course to outcome after traumatic brain injury: mining patient trajectories from European intensive care unit data,0.75,0.25,0,1
Controversies in the management of aneurysmal subarachnoid hemorrhage,1,0,0,1
Convalescent plasma for preventing critical illness in COVID-19: A phase 2 trial and immune profile,0.5,0.5,0,1
Convalescent plasma treatment of severe COVID-19: a propensity score‚Äìmatched control study,0.375,0.625,0,1
Coronavirus disease 2019 temperature trajectories correlate with hyperinflammatory and hypercoagulable subphenotypes,0.333333333,0.666666667,1,0
Correction to: Clinical predictors of renal non-recovery in acute respiratory distress syndrome,0.111111111,0.888888889,0,1
Correction to: Proceedings of the Second Curing Coma Campaign NIH Symposium: Challenging the Future of Research for Coma and Disorders of Consciousness,0.638888889,0.361111111,0,1
Correction: Mechanisms Underlying Disorders of Consciousness: Bridging Gaps to Move Toward an Integrated Translational Science,0.5,0.5,0,1
Correlation between Tissue Doppler-derived left ventricular systolic velocity (mitral S‚Äô) and left ventricle ejection fraction (LVEF) in sepsis and septic shock: A ‚Ä¶,0.4,0.6,1,0
Correlation between tissue Doppler-derived left ventricular systolic velocity (S‚Äô) and left ventricle ejection fraction in sepsis and septic shock: a retrospective cohort study,0.4,0.6,1,0
Corticosteroid use in ARDS and its application to evolving therapeutics for coronavirus disease 2019 (COVID‚Äê19): A systematic review,0.857142857,0.142857143,1,0
"Corticotrophins, corticosteroids, and prostaglandins",0,1,1,0
Cough augmentation in a patient with neuromuscular disease,0,1,0,1
Course of Decline of Lung Function Based on Tolerance to Noninvasive Ventilation in Patients with Amyotrophic Lateral Sclerosis,0.5,0.5,0,1
Critical Bias in Critical Care Devices,0.666666667,0.333333333,1,0
Critical Care A La Mode During Natural Cataclysms,1,0,1,0
Critical Care Neurology,0,1,0,1
Critical care Nursing Diagnosis and management 6th ed,1,0,1,0
Critical care and perioperative management in traumatic spinal cord injury,1,0,0,1
Critical care management and intensive care unit outcomes following cytoreductive surgery with hyperthermic intraperitoneal chemotherapy,0.555555556,0.444444444,0,1
Critical care nursing,1,0,1,0
Critical care nursing diagnosis and management,1,0,1,0
Critical care nursing practice,1,0,1,0
Critical care nursing: Diagnosisand management,1,0,1,0
Critical care nursing: Mosby,1,0,1,0
Cross-training across acuity levels,1,0,1,0
Cutaneous manifestations of hospitalized COVID-19 patients in the VIRUS COVID-19 registry,1,0,1,0
Cutaneous manifestations of hospitalized COVID‚Äê19 patients in the VIRUS COVID‚Äê19 registry,0.4,0.6,1,0
C√≥mo ventilo a mis pacientes con s√≠ndrome de distress respiratorio del adulto,1,0,0,1
D105 RESPIRATORY FAILURE: ROLE OF THE DIAPHRAGM AND SKELETAL MUSCLES: Course Of Decline Of Lung Function Based On Tolerance To Non-Invasive Ventilation In Patients With ‚Ä¶,1,0,0,1
D105 RESPIRATORY FAILURE: ROLE OF THE DIAPHRAGM AND SKELETAL MUSCLES: Predictors Of Survival In A Large Cohort Of Patients With Amyotrophic Lateral Sclerosis,1,0,0,1
D49 UTILITY OF DIAGNOSTIC TOOLS IN THE ICU: Decision Making Capacity In The Medical Intensive Care Unit (icu): Care Giver's Impressions Versus A Standardized Modality,1,0,0,1
D49 UTILITY OF DIAGNOSTIC TOOLS IN THE ICU: Mental Status Characteristics Of Patients Who Lack Capacity In The Medical Intensive Care Unit (icu),0,1,0,1
DELIRIUM AFTER LUNG TRANSPLANTATION: ASSOCIATION BETWEEN THE CAM-ICU AND DISRUPTION OF THE BLOOD BRAIN BARRIER,0.6,0.4,0,1
DEMOGRAPHIC AND CLINICAL PREDICTORS OF ACUTE CORONARY SYNDROME IN PATIENTS WITH PREHOSPITAL CHEST PAIN AND BENIGN ECG FINDINGS,1,0,1,0
DIFFERENCE IN PREVALENCE OF PATIENT-VENTILATOR ASYNCHRONY DURING MECHANICAL VENTILATION BETWEEN MODES,0.5,0.5,0,1
DYNAMIC ECHOCARDIOGRAPHIC CHARACTERISTICS IN PATIENTS WITH HEMODYNAMICALLY RESOLVING SHOCK.: 224-S,0.428571429,0.571428571,0,1
Daily review of a checklist of ICU guidelines improves adherence to established ICU protocols and objectives,0.5,0.5,0,1
Data Analysis Pipeline for Ion Mobility Spectrometry-based Proteomics,1,0,0,1
Decision Making Capacity In The Medical Intensive Care Unit (icu): Care Giver's Impressions Versus A Standardized Modality,0,1,0,1
Decoding accelerometry for classification and prediction of critically ill patients with severe brain injury,0.285714286,0.714285714,0,1
"Decoding accelerometry for classification and prediction of critically ill patients with severe brain injury (vol 11, 23654, 2021)",0.285714286,0.714285714,0,1
Decon2LS: An open-source software package for automated processing and visualization of high resolution mass spectrometry data,0.333333333,0.666666667,0,1
DeconMSn: a software tool for accurate parent ion monoisotopic mass determination for tandem mass spectra,0,1,0,1
Decreased Change in Stroke Volume in Patients with Sepsis and Septic Shock,1,0,1,0
Decreased Incidence of Hospital-Acquired Infections After Implementation of Real-Time Visualization of Nursing Observations,1,0,0,1
Deep RNA sequencing revealed fusion junctional heterogeneity may predict crizotinib treatment efficacy in ALK-rearranged NSCLC,0.4,0.6,1,0
Deep multi-modal transfer learning for augmented patient acuity assessment in the intelligent ICU,0.333333333,0.666666667,0,1
Defining right ventricular dysfunction in acute respiratory distress syndrome,0.5,0.5,1,0
Definitive Advantages of Point-of-Care Ultrasound: A Case Series,0.8,0.2,1,0
Degree centrality and fractional amplitude of low-frequency oscillations associated with Stroop interference,0.615384615,0.384615385,0,1
Delirium in the ICU: time to probe the hard questions,0,1,0,1
Delirium prediction using machine learning models on predictive electronic health records data,0.4,0.6,0,1
Depression and heart rate variability in firefighters,1,0,1,0
Descriptive Comparison of Two Models of Tele-Critical Care Delivery in a Large Multi-Hospital Health Care System,0.4,0.6,1,0
Design of large scale sensors in 180 nm CMOS process modified for radiation tolerance,1,0,1,0
Detecting Delirium in Patients in the Surgical Intensive Care Unit: Implementing the Confusion Assessment Method-Intensive Care Unit Tool,0.6,0.4,0,1
Detecting and Managing Diabetes Mellitus and Prediabetes with HbA1c Measurement in Patients with Acute Stroke,0,1,0,1
Detecting and managing diabetes mellitus and prediabetes in patients with acute stroke,0,1,0,1
Determinants of Professional Fulfillment and Burnout Among Intensivists: A National Survey by the Society of Critical Care Anesthesiologists in 2022,0.5,0.5,0,1
Determinants of prognosis in neurocatastrophes,1,0,0,1
Determination of 137Cs activity in soil from Qatar using High-Resolution Gamma-ray Spectrometry,1,0,1,0
Determination of 137Cs activity in soil from Qatar using high-resolution gamma-ray spectrometry,0.785714286,0.214285714,1,0
Determination of the activity concentration levels of the artificial radionuclideCs in soil samples collected from Qatar using high-resolution gamma-ray spectrometry,0.769230769,0.230769231,1,0
"Determination of the natural radioactivity levels in north west of Dukhan, Qatar using high-resolution gamma-ray spectrometry",0.916666667,0.083333333,1,0
Development and External Validation of a Machine Learning Model for Prediction of Potential Transfer to the PICU,0.714285714,0.285714286,0,1
Development and Validation of a Physiology-Driven Machine Learning Model for Post-Cardiac Arrest Outcome Prediction Using a Large Multi-Center Database,0.25,0.75,0,1
Development and testing of a radiation-hard large-electrode DMAPS design in a 150 nm CMOS process,1,0,1,0
Development of Tele-ICU multidimensional severity adjusted PIRO sepsis model (Winner of Critical Care Medicine‚Äôs Administration Specialty Award!),0.333333333,0.666666667,1,0
Development of a charge pump for sensor biasing in a Serial Powering scheme for the ATLAS pixel detector upgrade,1,0,1,0
Development of a core outcome set for ventilation trials in neurocritical care patients with acute brain injury: protocol for a Delphi consensus study of international stakeholders,0.285714286,0.714285714,0,1
"Development of an Advanced Analytics DataMart for Machine Learning, Effectiveness Research, and Population Health Trends",0.285714286,0.714285714,1,0
"Development, implementation and outcomes of a quality assurance system for the provision of continuous renal replacement therapy in the intensive care unit",0.666666667,0.333333333,1,0
Diagnostic Yield And Safety Of Electromagnetic Navigational Bronchoscopy: A Single Center Experience,0,1,0,1
Diagnostic yield of electromagnetic navigational bronchoscopy,0,1,0,1
Diaphragm plication helps salvage allograft function in lung transplant patients with diaphragm dysfunction,0.4,0.6,0,1
Differences in gray matter structure correlated to nationalism and patriotism,0.5625,0.4375,0,1
Diffuse large B-cell lymphoma with secondary hemophagocytic lymphohistiocytosis presenting as acute liver failure,0.25,0.75,0,1
Diffusion Tensor Imaging to Predict Long-term Outcome Following Cardiac Arrest,0.142857143,0.857142857,0,1
Diffusion tensor imaging to predict long-term outcome after cardiac arrest: a bicentric pilot study,0.230769231,0.769230769,0,1
Digital cells radiation hardness study of TPSCo 65 nm CIS technology by designing a ring oscillator,1,0,1,0
Digital signatures for early traumatic brain injury outcome prediction in the intensive care unit,0.5,0.5,0,1
DireCt Lung Ultrasound Evaluation (CLUE): a novel technique for monitoring extravascular lung water in donor lungs,0.6,0.4,1,0
Discharge Disposition and Loss of Independence Among Survivors of COVID-19 Admitted to Intensive Care: Results From the SCCM Discovery Viral Infection and Respiratory Illness ‚Ä¶,1,0,1,0
Discharge disposition and loss of independence among survivors of COVID-19 admitted to intensive care: results From the SCCM Discovery Viral Infection and Respiratory Illness ‚Ä¶,0.4,0.6,1,0
Discrepancies in measuring bladder volumes with bedside ultrasound and bladder scanning in the intensive care unit: A pilot study,0.333333333,0.666666667,0,1
Discriminative microcirculatory screening of patients with refractory limb ischaemia for dorsal column stimulation,1,0,0,1
"Diurnal, weekly and seasonal variations of chest pain in patients transported by emergency medical services",0,1,1,0
Do Biomarkers Play A Role On Tendinopathy?: 2432 Board# 268 June 1 930 AM-1100 AM,0.5,0.5,0,1
Do we have sufficient evidence to support the use of inotropes in patients with sepsis?,1,0,1,0
Doctoral/graduate,1,0,0,1
Does advanced treatment of existing physiologic data allow for earlier detection of occult hemorrhage?,1,0,1,0
Does inpatient hyperglycemia predict a worse outcome in COVID‚Äê19 intensive care unit patients?,0.5,0.5,0,1
Domain Adaptation for Robust Predictive Modeling Across Racial Groups,1,0,1,0
Double-blind randomized proof-of-concept trial of canakinumab in patients with COVID-19 associated cardiac injury and heightened inflammation,0.4,0.6,1,0
Doubly-robust estimation of effect of imaging resource utilization on discharge decisions in emergency departments,1,0,1,0
Dynamic imaging of D-glucose at 7T: first experiments in human brain,0.5,0.5,0,1
Dysmenorrhea in Emergency Medicine Clinical,1,0,1,0
Dysmenorrhea in Emergency Medicine Clinical Presentation,1,0,1,0
ECG Changes During Neurologic Injury,0,1,1,0
ECG detection of ACS by convolutional neural network utilizing transfer learning,0,1,1,0
ECG predictors of mortality among implantable cardioverter-defibrillator candidates for the primary prevention of sudden cardiac death,1,0,1,0
ECG-Based Risk Stratification of Long-Term Mortality in Suspected Acute Coronary Syndrome,0.25,0.75,1,0
EFFECT OF ARTERIAL CATHETER ON VASOPRESSOR USE IN PATIENTS WITH SHOCK: A PROPENSITY SCORE MATCHING ANALYSIS ON A MULTI-CENTER RETROSPECTIVE COHORT,0.5,0.5,0,1
EP3510843A1 Plasma accelerator,0.333333333,0.666666667,1,0
EXTUBATION FAILURE IN PATIENTS WITH PRIMARY BRAIN INJURY,0.25,0.75,0,1
Early Diagnosis of Primary Immunodeficiency Disease Using Clinical Data and Machine Learning,0.444444444,0.555555556,0,1
Early Extracorporeal Membranous Oxygenation (ECMO) Referral Leads to Less ECMO Use,1,0,0,1
Early detection and disease monitoring of hepatocellular carcinoma using circulating telomere DNA,0.318181818,0.681818182,1,0
Early detection of deteriorating patients: leveraging clinical informatics to improve outcome,0,1,0,1
Early functional connectome integrity and 1-year recovery in comatose survivors of cardiac arrest,0.2,0.8,0,1
Early identification of occult bleeding through hypovolemia detection,1,0,1,0
Early sepsis detection in critical care patients using multiscale blood pressure and heart rate dynamics,0.25,0.75,1,0
Early serial echocardiographic and ultrasonographic findings in critically ill patients with COVID-19,0.504854369,0.495145631,1,0
Echocardiographic Profile of Cirrhotic Patients with Sepsis and Septic Shock,1,0,1,0
Echocardiographic Profile of Cirrhotic Patients with Sepsis and Septic Shock: A Propensity Score Matched Case-Control Study,0.25,0.75,1,0
Echocardiographic profiles and hemodynamic response after vasopressin initiation in septic shock: A cross-sectional study,0.6,0.4,1,0
Economic growth and pollution emission in China: Structural path analysis,0.333333333,0.666666667,1,0
Effect of IV high-dose vitamin C on mortality in patients with sepsis: a systematic review and meta-analysis of randomized controlled trials,0.75,0.25,1,0
Effect of Ischemic preconditioning on apoptosis and autophagy: a potential key role in ST-elevation vs. non-ST elevation acute myocardial infarction,0.333333333,0.666666667,1,0
Effect of Pre-Existing Health and Illness Characteristics on Sepsis Responses and Outcomes,1,0,1,0
Effect of chlorhexidine/silver sulfadiazine-impregnated central venous catheters in an intensive care unit with a low blood stream infection rate after implementation of an ‚Ä¶,0.666666667,0.333333333,0,1
Effect of frailty on 6-month outcome after traumatic brain injury: a multicentre cohort study with external validation,0.464,0.536,0,1
Effect of intravenous anaesthetics on hippocampal long-term potentiation,1,0,0,1
Effect of lower limb compression devices on thermodilution cardiac output measurement,0.428571429,0.571428571,0,1
Effect of phenylephrine push before continuous infusion norepinephrine in patients with septic shock,0.25,0.75,0,1
Effect of the grain size of the soil on the measured activity and variation in activity in surface and subsurface soil samples,0.272727273,0.727272727,1,0
Effect of the interaction between BDNF Val66Met polymorphism and daily physical activity on mean diffusivity,0.578947368,0.421052632,0,1
Effect of thiamine administration on lactate clearance and mortality in patients with septic shock,0,1,1,0
Effectiveness of minocycline and rifampin vs chlorhexidine and silver sulfadiazine-impregnated central venous catheters in preventing central line-associated bloodstream ‚Ä¶,0.5,0.5,0,1
Effects of inhalation of low-dose nitrite or carbon monoxide on post-reperfusion mitochondrial function and tissue injury in hemorrhagic shock swine,0.444444444,0.555555556,1,0
Efficacy and safety of an insulin infusion protocol in a surgical ICU,1,0,0,1
"Efficacy and safety of two neutralising monoclonal antibody therapies, sotrovimab and BRII-196 plus BRII-198, for adults hospitalised with COVID-19 (TICO): a randomised ‚Ä¶",0.595744681,0.404255319,0,1
Efficacy of intravenous patient-controlled analgesia after supratentorial intracranial surgery: a prospective randomized controlled trial,0,1,0,1
Egg consumption may improve factors associated with glycemic control and insulin sensitivity in adults with pre-and type II diabetes,0,1,0,1
Electrical Disturbance From a Systemic Disease,0,1,1,0
Electro-Fenton degradation of cellulose using graphite/PTFE electrodes modified by 2-ethylanthraquinone,0,1,1,0
Electrocardiographic Characteristics of Patients Evaluated at the Emergency Department for a Chief Complaint of Chest Pain,0.2,0.8,1,0
Electrocardiographic Features Associated With Obstructive Sleep Apnea,0,1,1,0
Electrocardiographic Methods for the Prompt Identification of Coronary Events (EMPIRE): Algorithm Testing & Validation on an Independent Training Cohort,0.25,0.75,1,0
Electrocardiographic identification of non-ST elevation ischemic events,0.5,0.5,1,0
Electrocardiographic identification of non-st elevation ischemic events,0.5,0.5,1,0
Electrocardiographic responses during fire suppression and recovery among experienced firefighters,0.5,0.5,1,0
Emergency Department Triage Factors Predictive of Acute Coronary Syndrome,0.333333333,0.666666667,1,0
Emergency Nurses‚Äô Well-Being in Magnet Hospitals and Recommendations for Improvements in Work Environments: A Multicenter Cross-Sectional Observational Study,0.984615385,0.015384615,1,0
Emergency evaluation of 12-lead ECGs,0.5,0.5,1,0
Emergency neurological life support: Approach to the patient with coma,1,0,0,1
Emergency neurological life support: intracranial hypertension and herniation,0.666666667,0.333333333,0,1
Emerging ECG methods for acute coronary syndrome detection: Recommendations & future opportunities,0.666666667,0.333333333,1,0
Emerging ECG methods for ischemia detection: Recommendations & future opportunities,1,0,1,0
End-of-life practices in traumatic brain injury patients: Report of a questionnaire from the CENTER-TBI study,0.6,0.4,0,1
Endotracheal tube obstruction among patients mechanically ventilated for ARDS due to COVID-19: a case series,0.2,0.8,0,1
Enfermagem de cuidados intensivos: Diagn√≥stico e interven√ß√£o,1,0,1,0
Engaging clinicians early during the development of a graphical user display of an intelligent alerting system at the bedside,0.428571429,0.571428571,1,0
Enhancing Deep Learning in Detecting Acute Myocardial Infarction via Anatomically Informed 12-Lead ECG,0.2,0.8,1,0
"Enrichment of Mortality Events in Patients With Substance Misuse for Critical Care Research Utilizing Local, State, and National Data Sources",1,0,0,1
Enteral nutrition administration in a surgical intensive care unit: achieving goals with better strategies,0.6,0.4,0,1
Epidemiology and predictors of 30-day readmission in patients with sepsis,0.25,0.75,0,1
Erratum: Rescuing the brain in acute liver failure (Critical Care Medicine (2008) 36 (2212-2213)),1,0,0,1
Eryrthropoietin and the promise of ischemic multiorgan protection,1,0,0,1
Esophageal Pressure Measurement: A Primer,0,1,0,1
Establishment and Evaluation of a Protocol of Coud√© Catheter Placement by Nurses for Urinary Catheterization in Adult Males.,1,0,1,0
EuPRAXIA conceptual design report,1,0,1,0
"EuPRAXIA‚Äìa compact, cost-efficient particle and radiation source",1,0,1,0
Evaluating Sex-Disparities in Machine Learning Decision Support Tools for Acute Coronary Syndrome Classification in the Emergency Department,0,1,1,0
Evaluating optimal patient-turning procedures for reducing hospital-acquired pressure ulcers (LS-HAPU): study protocol for a randomized controlled trial,0.8,0.2,1,0
Evaluating the Diagnostic Accuracy of Clinical Risk Scores to Detect Acute Coronary Syndrome in Patients Evaluated at the Emergency Department for a Chief Complaint of Chest Pain,0,1,1,0
Evaluation and management of shock in patients with COVID-19,0.25,0.75,1,0
Evaluation of Esophageal Pressures in Mechanically Ventilated Obese Patients,0,1,0,1
Evaluation of Extreme Bradyarrhythmias in Symptomatic Adults,1,0,1,0
Evaluation of Heart Function in Non-Fluid Responsive Patients with Septic Shock,1,0,1,0
Evaluation of High-Frequency Oscillatory Ventilation as a Rescue Strategy in Respiratory Failure,0,1,0,1
Evaluation of Wide-Complex Tachycardia,0,1,1,0
Evaluation of beat-to-beat ventricular repolarization lability from standard 12‚Äêlead ECG during acute myocardial ischemia,0,1,1,0
Evaluation of chemical dot thermometers for measuring body temperature of orally intubated patients,0.4,0.6,0,1
Evaluation of delivery of enteral nutrition in critically ill patients receiving mechanical ventilation,0.5,0.5,0,1
Evaluation of organ dysfunction scores for allocation of scarce resources in critically ill children and adults during a healthcare crisis,0.5,0.5,0,1
Evaluation of the reconstruction-of-difference (RoD) algorithm for cone-beam CT neuro-angiography,1,0,0,1
Evolving paradigms in the management of severe traumatic brain injury,1,0,0,1
Exercise-Related Acute Cardiovascular Events and Potential Deleterious Adaptations Following Long-Term Exercise Training: Placing the Risks Into Perspective‚ÄìAn Update: A ‚Ä¶,0.666666667,0.333333333,1,0
Exercise-related acute cardiovascular events and potential deleterious adaptations following long-term exercise training: placing the risks into perspective‚Äìan update: a ‚Ä¶,0.75,0.25,1,0
Exploring decision making ‚Äònoise‚Äôwhen interpreting the electrocardiogram in the context of cardiac cath lab activation,0.25,0.75,1,0
Exploring the complex interactions of baseline patient factors to improve nursing triage of acute coronary syndrome,0.2,0.8,1,0
Exserohilum Meningitis after Epidural Methylprednisolone Injection,0.3,0.7,0,1
External Validation of an Acute Respiratory Distress Syndrome Prediction Model Using Clinical Text,1,0,0,1
External female urinary catheter: implementation in the emergency department,1,0,1,0
External validation of an acute respiratory distress syndrome prediction model using radiology reports,0.428571429,0.571428571,0,1
External ventricular drain use is associated with functional outcome in aneurysmal subarachnoid hemorrhage,0.5,0.5,0,1
Extravascular Lung Water Quantification in Donor Lungs,1,0,1,0
Extubation in neurocritical care patients: the ENIO international prospective study,0.142857143,0.857142857,0,1
Extubation strategies in neuro-intensive care unit patients and associations with outcomes: the ENIO multicentre international observational study,0,1,0,1
FALSE NEGATIVE CT SCAN AMONG PATIENTS WITH ABDOMINAL SEPSIS: ETIOLOGY AND CLINICAL SEQUALAE,0.333333333,0.666666667,0,1
FPGA-based Image Capture Systemâ€“A SmartCam Initiative,0,1,0,1
Facilitating the Next Paradigm Shift in Critical Care Through Artificial Intelligence,0,1,1,0
Factors associated with acute kidney injury in acute respiratory distress syndrome,0.111111111,0.888888889,0,1
Fairness in the prediction of acute postoperative pain using machine learning models,0.4,0.6,0,1
Family experience survey in the surgical intensive care unit,0.428571429,0.571428571,0,1
Fatal COVID-19 is Characterized by Distinct Vasculopathic Features and Increased Congestion of the Alveolar Capillary-Bed,0.583333333,0.416666667,0,1
Fatal Exserohilum Meningitis and Central Nervous System Vasculitis After Cervical Epidural Methylprednisolone Injection,1,0,0,1
Fatal Exserohilum Rostratum Meningitis and CNS Vasculitis after Cervical Spine Epidural Methylprednisolone Injection (S16. 001),0.5,0.5,0,1
"Feasibility of early, motor-assisted cycle ergometry in critically Ill neurological patients with upper limb weakness and variable cognitive status: a case series",1,0,0,1
Feasibility of mid-frequency ventilation among infants with respiratory distress syndrome,0,1,0,1
"Febrile Neutropenia Syndromes in Children: Should Management Differ for Primary, Persistent, Recurrent or Engraftment Fever?",0,1,0,1
Female Hormonal Regulation of pSTAT3 Results in Reduced Mortality Due to Enhanced TGF-Œ≤1-Mediated Pulmonary Fibrosis and Less IL-17A,1,0,0,1
Fever burden in patients with subarachnoid hemorrhage and the increased use of antibiotics,0.666666667,0.333333333,1,0
Fifteen cases of endoscopic treatment of acute subdural hematoma with small craniotomy under local anesthesia: endoscopic hematoma removal reduces the intraoperative bleeding â€_,0.571428571,0.428571429,0,1
First case of rapidly fatal mpox from secondary (household) transmission in a kidney transplant recipient,0.5,0.5,0,1
First measurements of Trojan Horse injection in a plasma wakefield accelerator,0.888888889,0.111111111,1,0
Fluid Response Evaluation in Sepsis Hypotension and Shock,0,1,1,0
"Fluid balance and outcome in critically ill patients with traumatic brain injury (CENTER-TBI and OzENTER-TBI): a prospective, multicentre, comparative effectiveness study",0.405172414,0.594827586,0,1
Fluid response evaluation in sepsis hypotension and shock: a randomized clinical trial,0,1,1,0
Fluids in Sepsis Keeping Pace,1,0,1,0
Forecasting imminent atrial fibrillation in long-term electrocardiogram recordings,0.2,0.8,1,0
Foreword xiii,1,0,0,1
Fragmented QRS With Benign Early Repolarization Pattern is a Strong Predictor of Adverse Events in Patients With Suspected Acute Coronary Syndrome,0.333333333,0.666666667,1,0
Free electron lasers driven by plasma accelerators: status and near-term prospects,1,0,1,0
Frequency and outcomes of hyperlactatemia after neurosurgery: a retrospective analysis,0.6,0.4,0,1
From Pictures to Prediction: Combining Data Visualization with Deep Learning to Predict Clinical Deterioration,1,0,0,1
Fulfilling the Promises of Health Information Technology: Are Metrics Measuring Our Delivered Care?,0.5,0.5,1,0
Fulfilling the Promises of Health Information Technology: Expect to Maximize Positive Patient Care Outcomes,1,0,1,0
"Fulfilling the Promises of Health Information Technology: Expect to Maximize Positive Patient Care Outcomes, Advance Analytics and Innovative Research with Tele-Healthcare ‚Ä¶",1,0,1,0
